Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
2019-12-07 21:30:00,1.012,1.810,5.192,6.317,29.00,23.850
2019-12-07 22:00:00,0.895,1.460,5.440,6.297,28.00,23.800
2019-12-07 22:30:00,0.839,1.360,5.138,5.926,28.00,23.750
2019-12-07 23:00:00,0.912,1.640,5.499,6.142,25.00,23.700
2019-12-07 23:30:00,0.835,1.280,5.404,5.966,35.00,23.650
2019-12-08 00:00:00,0.797,1.270,5.293,5.970,28.00,23.650
2019-12-08 00:30:00,0.700,1.080,5.099,6.335,30.00,23.650
2019-12-08 01:00:00,0.791,1.340,5.171,5.797,39.00,23.700
2019-12-08 01:30:00,0.769,1.380,4.709,5.654,32.00,23.700
2019-12-08 02:00:00,0.867,1.410,4.217,5.649,33.00,23.750
2019-12-08 02:30:00,0.845,1.547,4.181,5.577,161.00,23.700
2019-12-08 03:00:00,0.905,1.660,4.377,5.788,32.00,23.750
2019-12-08 03:30:00,0.901,1.450,4.324,5.629,33.00,23.700
2019-12-08 04:00:00,0.897,1.320,4.485,4.050,32.00,23.700
2019-12-08 04:30:00,0.930,1.530,4.739,5.651,33.00,23.700
2019-12-08 05:00:00,0.989,1.990,4.842,5.344,32.00,23.700
2019-12-08 05:30:00,0.949,1.630,4.952,5.824,120.00,23.700
2019-12-08 06:00:00,0.939,2.000,4.883,5.817,42.00,23.750
2019-12-08 06:30:00,0.952,2.020,4.958,5.218,36.00,23.750
2019-12-08 07:00:00,0.911,1.680,4.961,5.638,26.00,23.800
2019-12-08 07:30:00,0.837,1.390,4.655,5.671,36.00,23.850
2019-12-08 08:00:00,0.855,1.370,4.623,5.327,25.00,23.800
2019-12-08 08:30:00,0.878,1.450,4.450,5.375,30.00,23.850
2019-12-08 09:00:00,0.888,1.360,4.474,5.476,29.00,23.850
2019-12-08 09:30:00,0.888,1.510,4.608,5.703,29.00,23.850
2019-12-08 10:00:00,0.855,1.459,4.510,12.888,106.00,23.850
2019-12-08 10:30:00,0.915,1.680,4.549,10.411,120.00,23.850
2019-12-08 11:00:00,0.938,1.540,4.475,10.506,105.00,24.000
2019-12-08 11:30:00,0.942,1.870,4.499,13.628,115.00,24.000
2019-12-08 12:00:00,0.959,1.600,4.762,12.953,120.00,24.150
2019-12-08 12:30:00,0.984,1.610,4.441,12.910,113.00,24.200
2019-12-08 13:00:00,0.923,1.420,4.518,12.577,128.00,24.250
2019-12-08 13:30:00,0.927,1.590,4.239,12.998,115.00,24.300
2019-12-08 14:00:00,0.935,1.440,4.299,4.486,133.00,24.350
2019-12-08 14:30:00,0.916,1.570,4.308,12.899,126.00,24.250
2019-12-08 15:00:00,0.965,1.470,4.469,13.065,133.00,24.300
2019-12-08 15:30:00,0.926,1.720,4.277,12.948,132.00,24.150
2019-12-08 16:00:00,0.889,1.670,4.295,13.015,132.00,24.150
2019-12-08 16:30:00,0.909,1.440,4.230,5.066,132.00,24.250
2019-12-08 17:00:00,0.910,1.830,4.435,12.384,133.00,24.250
2019-12-08 17:30:00,0.935,1.440,4.390,11.352,120.00,24.200
2019-12-08 18:00:00,0.871,1.480,4.552,10.807,135.00,24.250
2019-12-08 18:30:00,0.955,1.480,4.753,11.363,136.00,24.450
2019-12-08 19:00:00,0.896,1.420,4.612,12.491,133.00,24.450
2019-12-08 19:30:00,0.969,1.540,4.951,12.513,140.00,24.450
2019-12-08 20:00:00,0.889,1.460,5.031,12.565,130.00,24.400
2019-12-08 20:30:00,0.997,1.470,5.729,12.099,133.00,24.400
2019-12-08 21:00:00,0.940,1.450,5.306,12.107,130.00,24.450
2019-12-08 21:30:00,0.873,1.440,5.166,12.226,132.00,24.400
2019-12-08 22:00:00,0.875,1.690,5.265,12.189,128.00,24.350
2019-12-08 22:30:00,0.862,1.350,5.104,11.495,119.00,24.250
2019-12-08 23:00:00,0.820,1.420,4.934,11.487,125.00,24.200
2019-12-08 23:30:00,0.854,1.240,5.394,12.154,122.00,24.200
2019-12-09 00:00:00,0.801,1.340,5.167,12.932,125.00,24.150
2019-12-09 00:30:00,0.762,1.330,5.098,13.029,120.00,24.150
2019-12-09 01:00:00,0.812,1.340,5.476,11.353,120.00,24.150
2019-12-09 01:30:00,0.797,1.530,5.309,10.928,122.00,24.150
2019-12-09 02:00:00,0.761,1.310,5.060,11.435,118.00,24.150
2019-12-09 02:30:00,0.798,1.230,5.259,10.267,125.00,24.150
2019-12-09 03:00:00,0.783,1.340,5.297,13.752,119.00,24.150
2019-12-09 03:30:00,0.798,1.430,4.917,13.438,116.00,24.150
2019-12-09 04:00:00,0.799,1.300,4.997,13.847,111.00,24.150
2019-12-09 04:30:00,0.766,1.190,4.944,13.741,119.00,24.150
2019-12-09 05:00:00,0.760,1.250,4.772,14.049,108.00,24.150
2019-12-09 05:30:00,0.764,1.460,4.679,4.942,109.00,24.150
2019-12-09 06:00:00,0.773,1.430,4.754,13.639,116.00,24.150
2019-12-09 06:30:00,0.752,1.320,4.517,13.810,115.00,24.200
2019-12-09 07:00:00,0.707,1.240,4.701,13.731,119.00,24.200
2019-12-09 07:30:00,0.738,1.090,4.706,13.223,113.00,24.200
2019-12-09 08:00:00,0.770,1.420,4.739,12.027,115.00,24.200
2019-12-09 08:30:00,0.778,1.200,4.852,14.713,122.00,24.250
2019-12-09 09:00:00,0.812,1.450,4.857,10.811,112.00,24.300
2019-12-09 09:30:00,0.795,1.270,4.971,10.279,113.00,24.400
2019-12-09 10:00:00,0.807,1.320,5.211,11.571,116.00,24.450
2019-12-09 10:30:00,0.776,1.180,5.048,9.904,115.00,24.600
2019-12-09 11:00:00,0.729,1.290,5.043,9.723,106.00,24.750
2019-12-09 11:30:00,0.738,1.270,4.939,5.071,119.00,24.950
2019-12-09 12:00:00,0.750,1.140,4.962,13.764,119.00,25.150
2019-12-09 12:30:00,0.752,1.190,5.218,9.748,108.00,25.100
2019-12-09 13:00:00,0.727,1.240,4.998,6.805,132.00,25.250
2019-12-09 13:30:00,0.781,1.260,4.915,13.753,132.00,25.350
2019-12-09 14:00:00,0.816,1.330,5.466,13.714,125.00,25.200
2019-12-09 14:30:00,0.853,1.350,5.964,13.780,144.00,25.500
2019-12-09 15:00:00,0.817,1.380,6.168,13.542,139.00,25.400
2019-12-09 15:30:00,0.720,1.220,5.470,13.649,140.00,25.450
2019-12-09 16:00:00,0.790,1.260,5.852,13.655,140.00,25.550
2019-12-09 16:30:00,0.784,1.220,6.253,13.190,143.00,25.700
2019-12-09 17:00:00,0.773,1.290,6.012,13.794,143.00,25.700
2019-12-09 17:30:00,0.767,1.160,6.258,13.042,137.00,25.600
2019-12-09 18:00:00,0.738,1.230,5.877,12.978,137.00,25.550
2019-12-09 18:30:00,0.744,1.220,6.635,13.385,132.00,25.500
2019-12-09 19:00:00,0.768,1.480,6.560,13.774,120.00,25.400
2019-12-09 19:30:00,0.772,1.290,6.724,13.796,132.00,25.200
2019-12-09 20:00:00,0.754,1.180,6.355,13.703,125.00,25.200
2019-12-09 20:30:00,0.754,1.150,6.356,13.647,128.00,25.150
2019-12-09 21:00:00,0.857,1.450,6.874,12.977,135.00,25.000
2019-12-09 21:30:00,0.854,1.560,6.940,13.034,123.00,24.950
2019-12-09 22:00:00,0.810,1.360,6.572,13.179,125.00,24.900
2019-12-09 22:30:00,0.808,1.260,6.466,12.936,125.00,24.800
2019-12-09 23:00:00,0.773,1.110,6.401,12.918,125.00,24.800
2019-12-09 23:30:00,0.854,1.480,6.342,13.000,125.00,24.750
2019-12-10 00:00:00,0.803,1.150,6.620,12.848,122.00,24.750
2019-12-10 00:30:00,0.756,1.140,6.299,13.695,125.00,24.800
2019-12-10 01:00:00,0.740,1.290,5.945,12.904,120.00,24.800
2019-12-10 01:30:00,0.760,1.100,6.239,12.962,119.00,24.800
2019-12-10 02:00:00,0.750,1.360,6.137,9.913,123.00,24.750
2019-12-10 02:30:00,0.734,1.220,6.071,11.455,116.00,24.800
2019-12-10 03:00:00,0.766,1.170,5.920,6.737,116.00,24.750
2019-12-10 03:30:00,0.731,1.620,5.622,6.157,120.00,24.800
2019-12-10 04:00:00,0.730,1.160,6.011,6.533,115.00,24.750
2019-12-10 04:30:00,0.730,1.190,5.841,6.183,111.00,24.800
2019-12-10 05:00:00,0.740,1.160,5.935,5.625,126.00,24.800
2019-12-10 05:30:00,0.697,1.080,5.837,6.582,115.00,24.800
2019-12-10 06:00:00,0.731,1.230,6.262,11.029,98.00,24.800
2019-12-10 06:30:00,0.707,1.310,5.665,5.828,115.00,24.800
2019-12-10 07:00:00,0.734,1.190,5.862,6.166,108.00,24.900
2019-12-10 07:30:00,0.741,1.370,5.749,10.867,105.00,25.000
2019-12-10 08:00:00,0.715,1.120,5.906,11.602,111.00,25.100
2019-12-10 08:30:00,0.702,1.030,5.813,5.727,108.00,25.300
2019-12-10 09:00:00,0.763,1.240,6.095,10.315,118.00,25.550
2019-12-10 09:30:00,0.691,1.390,5.892,10.440,116.00,25.550
2019-12-10 10:00:00,0.759,1.420,6.067,10.270,116.00,25.650
2019-12-10 10:30:00,0.739,1.110,5.947,9.877,113.00,25.650
2019-12-10 11:00:00,0.759,1.300,6.213,10.328,122.00,25.700
2019-12-10 11:30:00,0.722,1.290,5.943,10.268,119.00,25.750
2019-12-10 12:00:00,0.681,1.210,5.373,12.103,122.00,25.700
2019-12-10 12:30:00,0.694,1.160,5.539,11.237,125.00,25.800
2019-12-10 13:00:00,0.702,1.370,5.480,5.791,116.00,25.900
2019-12-10 13:30:00,0.717,1.400,5.019,12.152,128.00,25.950
2019-12-10 14:00:00,0.730,1.140,4.984,9.938,132.00,25.750
2019-12-10 14:30:00,0.724,1.210,4.470,5.739,128.00,25.650
2019-12-10 15:00:00,0.764,1.300,4.543,9.770,125.00,25.550
2019-12-10 15:30:00,0.740,1.310,4.215,5.797,132.00,25.550
2019-12-10 16:00:00,0.762,1.250,4.074,12.276,130.00,25.400
2019-12-10 16:30:00,0.775,1.290,3.937,6.272,123.00,25.300
2019-12-10 17:00:00,0.842,1.520,4.022,5.581,84.00,25.300
2019-12-10 17:30:00,0.795,1.340,3.898,3.502,136.00,25.250
2019-12-10 18:00:00,0.809,1.390,3.999,5.604,64.00,25.200
2019-12-10 18:30:00,0.812,1.230,3.956,6.381,143.00,25.050
2019-12-10 19:00:00,0.852,1.566,4.192,6.091,61.00,25.000
2019-12-10 19:30:00,0.804,1.610,4.097,3.893,74.00,25.000
2019-12-10 20:00:00,0.830,1.530,4.154,5.505,46.00,24.950
2019-12-10 20:30:00,0.768,1.270,4.097,3.867,73.00,24.900
2019-12-10 21:00:00,0.796,1.190,4.216,3.689,39.00,24.900
2019-12-10 21:30:00,0.793,1.350,4.123,3.808,125.00,24.900
2019-12-10 22:00:00,0.822,1.310,4.188,3.686,126.00,24.900
2019-12-10 22:30:00,0.802,1.420,4.402,11.422,130.00,24.900
2019-12-10 23:00:00,0.772,1.250,4.295,4.050,120.00,24.900
2019-12-10 23:30:00,0.786,1.470,4.297,6.047,120.00,24.850
2019-12-11 00:00:00,0.775,1.290,4.453,10.817,109.00,24.850
2019-12-11 00:30:00,0.743,1.200,4.432,5.828,68.00,24.850
2019-12-11 01:00:00,0.783,1.380,4.731,7.008,111.00,24.800
2019-12-11 01:30:00,0.796,1.430,4.565,5.335,106.00,24.800
2019-12-11 02:00:00,0.777,1.300,4.708,6.762,67.00,24.850
2019-12-11 02:30:00,0.776,1.530,4.778,5.798,60.00,24.850
2019-12-11 03:00:00,0.772,1.550,4.633,6.355,63.00,24.850
2019-12-11 03:30:00,0.716,1.170,4.540,6.465,61.00,24.850
2019-12-11 04:00:00,0.740,1.150,4.510,6.839,73.00,24.850
2019-12-11 04:30:00,0.724,1.230,4.565,6.836,109.00,24.850
2019-12-11 05:00:00,0.711,1.160,4.872,5.816,70.00,24.850
2019-12-11 05:30:00,0.687,1.200,4.870,5.624,66.00,24.900
2019-12-11 06:00:00,0.710,1.230,4.966,5.190,71.00,24.900
2019-12-11 06:30:00,0.713,1.170,5.104,5.784,64.00,24.900
2019-12-11 07:00:00,0.683,1.020,5.117,6.364,54.00,24.950
2019-12-11 07:30:00,0.658,1.050,5.009,6.323,75.00,25.000
2019-12-11 08:00:00,0.647,1.040,5.190,6.566,74.00,25.100
2019-12-11 08:30:00,0.630,1.190,5.050,5.806,66.00,25.250
2019-12-11 09:00:00,0.649,1.010,5.331,6.332,67.00,25.400
2019-12-11 09:30:00,0.616,0.930,5.197,6.167,66.00,25.550
2019-12-11 10:00:00,0.606,1.000,5.385,6.165,73.00,25.500
2019-12-11 10:30:00,0.664,1.250,5.445,6.521,75.00,25.450
2019-12-11 11:00:00,0.590,1.040,4.972,6.682,66.00,25.500
2019-12-11 11:30:00,0.614,0.970,4.833,6.156,68.00,25.600
2019-12-11 12:00:00,0.601,1.120,4.530,7.534,60.00,25.600
2019-12-11 12:30:00,0.629,0.910,4.584,6.358,78.00,25.550
2019-12-11 13:00:00,0.667,1.090,4.391,6.287,70.00,25.550
2019-12-11 13:30:00,0.663,1.080,3.949,6.183,66.00,25.550
2019-12-11 14:00:00,0.665,1.130,3.986,5.959,66.00,25.550
2019-12-11 14:30:00,0.713,1.080,4.021,6.743,67.00,25.550
2019-12-11 15:00:00,0.778,1.380,3.890,6.192,63.00,25.450
2019-12-11 15:30:00,0.779,1.292,3.844,6.781,64.00,25.400
2019-12-11 16:00:00,0.868,1.430,3.923,6.009,111.00,25.250
2019-12-11 16:30:00,0.912,1.440,3.941,4.092,38.00,25.200
2019-12-11 17:00:00,0.887,1.730,3.955,4.197,46.00,25.150
2019-12-11 17:30:00,0.907,1.400,3.955,3.965,52.00,25.100
2019-12-11 18:00:00,0.969,1.750,3.903,4.044,49.00,25.050
2019-12-11 18:30:00,0.933,1.450,3.909,4.458,45.00,25.000
2019-12-11 19:00:00,0.991,1.934,3.970,4.377,54.00,25.000
2019-12-11 19:30:00,0.900,1.460,3.851,4.194,52.00,25.000
2019-12-11 20:00:00,0.907,1.570,3.954,4.299,57.00,24.950
2019-12-11 20:30:00,0.936,1.620,3.892,3.894,47.00,24.950
2019-12-11 21:00:00,0.914,1.440,3.871,4.460,43.00,24.950
2019-12-11 21:30:00,0.947,1.560,3.912,4.409,42.00,24.900
2019-12-11 22:00:00,1.004,1.450,4.137,4.830,42.00,24.900
2019-12-11 22:30:00,0.979,1.610,4.045,4.498,38.00,24.900
2019-12-11 23:00:00,0.988,1.710,4.284,4.478,38.00,24.850
2019-12-11 23:30:00,0.863,1.570,4.278,4.400,29.00,24.850
2019-12-12 00:00:00,0.845,1.290,4.368,4.371,33.00,24.850
2019-12-12 00:30:00,0.816,1.330,4.071,4.477,43.00,24.850
2019-12-12 01:00:00,0.823,1.270,4.088,4.501,50.00,24.850
2019-12-12 01:30:00,0.823,1.530,3.902,4.497,47.00,24.900
2019-12-12 02:00:00,0.862,1.360,3.828,4.395,45.00,24.900
2019-12-12 02:30:00,0.918,1.540,3.850,4.380,45.00,24.900
2019-12-12 03:00:00,0.889,1.470,3.846,4.134,49.00,24.900
2019-12-12 03:30:00,0.877,1.440,4.122,4.126,42.00,24.900
2019-12-12 04:00:00,0.830,1.510,3.847,3.970,40.00,24.900
2019-12-12 04:30:00,0.840,1.460,4.146,3.736,40.00,24.850
2019-12-12 05:00:00,0.841,1.390,4.207,4.201,38.00,24.850
2019-12-12 05:30:00,0.827,1.340,4.245,4.304,45.00,24.850
2019-12-12 06:00:00,0.766,1.160,4.243,4.452,39.00,24.900
2019-12-12 06:30:00,0.758,1.380,4.162,5.802,47.00,24.900
2019-12-12 07:00:00,0.748,1.370,4.103,5.962,81.00,24.950
2019-12-12 07:30:00,0.747,1.280,4.265,6.423,74.00,24.950
2019-12-12 08:00:00,0.677,1.340,4.199,5.928,80.00,24.950
2019-12-12 08:30:00,0.637,1.090,4.351,6.137,46.00,24.950
2019-12-12 09:00:00,0.652,1.110,4.667,6.152,63.00,25.050
2019-12-12 09:30:00,0.638,1.130,4.687,5.630,74.00,25.300
2019-12-12 10:00:00,0.648,1.070,4.491,6.287,45.00,25.350
2019-12-12 10:30:00,0.652,1.140,4.283,6.724,66.00,25.400
2019-12-12 11:00:00,0.665,1.120,4.389,6.789,71.00,25.400
2019-12-12 11:30:00,0.672,1.010,4.289,5.467,77.00,25.350
2019-12-12 12:00:00,0.673,1.260,4.230,5.737,75.00,25.400
2019-12-12 12:30:00,0.660,1.270,4.070,6.681,68.00,25.350
2019-12-12 13:00:00,0.745,1.190,4.035,4.124,78.00,25.300
2019-12-12 13:30:00,0.782,1.590,3.983,6.550,83.00,25.350
2019-12-12 14:00:00,0.798,1.480,3.907,5.990,52.00,25.350
2019-12-12 14:30:00,0.841,1.370,3.780,4.131,83.00,25.300
2019-12-12 15:00:00,0.943,1.580,3.973,4.125,40.00,25.300
2019-12-12 15:30:00,0.934,1.840,4.026,4.227,39.00,25.350
2019-12-12 16:00:00,0.983,1.740,3.947,4.286,39.00,25.250
2019-12-12 16:30:00,1.013,1.720,3.961,4.041,38.00,25.250
2019-12-12 17:00:00,1.010,1.720,4.006,4.295,43.00,25.200
2019-12-12 17:30:00,1.090,1.971,4.055,4.694,33.00,25.150
2019-12-12 18:00:00,1.090,1.950,4.085,4.548,30.00,25.150
2019-12-12 18:30:00,1.036,1.840,4.092,4.333,32.00,25.100
2019-12-12 19:00:00,1.146,1.901,4.133,4.486,32.00,25.100
2019-12-12 19:30:00,1.218,2.340,4.127,4.932,40.00,25.050
2019-12-12 20:00:00,1.170,1.900,4.245,4.801,32.00,25.000
2019-12-12 20:30:00,1.152,2.010,4.306,5.050,36.00,25.000
2019-12-12 21:00:00,1.127,1.800,4.280,5.188,39.00,25.000
2019-12-12 21:30:00,1.190,1.970,4.416,5.079,47.00,24.950
2019-12-12 22:00:00,1.146,2.400,4.268,4.975,38.00,24.950
2019-12-12 22:30:00,1.099,1.780,4.322,5.001,30.00,24.900
2019-12-12 23:00:00,1.084,1.850,4.177,5.121,28.00,24.850
2019-12-12 23:30:00,1.122,2.000,4.236,5.057,39.00,24.850
2019-12-13 00:00:00,1.037,1.590,4.322,5.134,39.00,24.850
2019-12-13 00:30:00,0.916,1.350,4.184,5.192,35.00,24.800
2019-12-13 01:00:00,0.889,1.430,4.287,4.884,38.00,24.800
2019-12-13 01:30:00,0.900,1.700,4.119,4.849,42.00,24.750
2019-12-13 02:00:00,0.848,1.510,4.127,5.052,40.00,24.800
2019-12-13 02:30:00,0.852,1.370,4.197,4.981,46.00,24.750
2019-12-13 03:00:00,0.813,1.410,4.276,5.193,54.00,24.750
2019-12-13 03:30:00,0.835,1.450,4.344,4.929,60.00,24.750
2019-12-13 04:00:00,0.799,1.430,4.258,4.825,60.00,24.750
2019-12-13 04:30:00,0.763,1.290,4.397,5.435,50.00,24.750
2019-12-13 05:00:00,0.755,1.310,4.550,4.938,64.00,24.750
2019-12-13 05:30:00,0.731,1.260,4.371,4.854,57.00,24.750
2019-12-13 06:00:00,0.710,1.200,4.391,4.953,71.00,24.750
2019-12-13 06:30:00,0.704,1.050,4.377,4.824,63.00,24.750
2019-12-13 07:00:00,0.671,0.940,4.541,4.599,54.00,24.800
2019-12-13 07:30:00,0.700,1.250,4.474,4.663,57.00,24.800
2019-12-13 08:00:00,0.651,1.290,4.461,4.817,61.00,24.800
2019-12-13 08:30:00,0.713,1.220,4.296,4.501,47.00,24.800
2019-12-13 09:00:00,0.703,1.090,4.304,4.704,52.00,24.850
2019-12-13 09:30:00,0.653,0.970,4.240,5.080,52.00,24.900
2019-12-13 10:00:00,0.641,1.170,4.045,4.557,122.00,24.850
2019-12-13 10:30:00,0.686,1.090,3.814,4.409,120.00,24.800
2019-12-13 11:00:00,0.722,1.200,3.717,4.574,73.00,24.850
2019-12-13 11:30:00,0.785,1.440,3.848,4.609,80.00,24.800
2019-12-13 12:00:00,0.784,1.360,3.825,4.127,56.00,24.650
2019-12-13 12:30:00,0.780,1.320,3.965,4.302,40.00,24.500
2019-12-13 13:00:00,0.795,1.430,3.853,4.597,42.00,24.450
2019-12-13 13:30:00,0.798,1.290,3.820,4.464,39.00,24.400
2019-12-13 14:00:00,0.863,1.620,4.040,4.451,32.00,24.400
2019-12-13 14:30:00,0.887,1.660,4.002,4.224,35.00,24.400
2019-12-13 15:00:00,0.868,1.680,4.082,4.494,45.00,24.400
2019-12-13 15:30:00,0.991,1.640,4.296,4.745,42.00,24.400
2019-12-13 16:00:00,1.050,1.810,4.250,4.480,33.00,24.400
2019-12-13 16:30:00,1.017,1.620,4.199,4.407,52.00,24.450
2019-12-13 17:00:00,1.107,1.820,4.454,4.744,32.00,24.450
2019-12-13 17:30:00,1.106,2.060,4.380,5.076,32.00,24.450
2019-12-13 18:00:00,1.121,1.950,4.550,4.935,46.00,24.400
2019-12-13 18:30:00,1.207,2.300,4.634,4.948,40.00,24.450
2019-12-13 19:00:00,1.168,2.150,4.496,4.961,36.00,24.400
2019-12-13 19:30:00,1.217,2.250,4.595,5.244,42.00,24.400
2019-12-13 20:00:00,1.154,2.280,4.598,5.455,45.00,24.450
2019-12-13 20:30:00,1.099,1.820,4.676,5.368,43.00,24.450
2019-12-13 21:00:00,1.089,1.680,4.512,5.099,54.00,24.500
2019-12-13 21:30:00,1.104,1.740,4.541,5.095,50.00,24.450
2019-12-13 22:00:00,1.116,1.870,4.531,5.151,53.00,24.350
2019-12-13 22:30:00,1.079,1.620,4.592,5.440,52.00,24.250
2019-12-13 23:00:00,1.071,1.780,4.646,5.278,47.00,24.100
2019-12-13 23:30:00,1.103,1.820,4.838,5.657,59.00,23.950
2019-12-14 00:00:00,1.106,1.700,5.124,5.776,112.00,23.900
2019-12-14 00:30:00,1.104,1.770,5.101,5.591,71.00,23.800
2019-12-14 01:00:00,1.085,2.040,5.052,5.473,73.00,23.750
2019-12-14 01:30:00,1.147,2.070,5.111,6.349,87.00,23.650
2019-12-14 02:00:00,1.015,1.630,5.056,5.506,63.00,23.600
2019-12-14 02:30:00,1.024,1.730,5.119,6.140,113.00,23.700
2019-12-14 03:00:00,1.055,1.800,5.463,6.418,85.00,23.750
2019-12-14 03:30:00,1.069,1.950,5.469,11.433,83.00,23.750
2019-12-14 04:00:00,1.032,1.700,5.483,11.486,77.00,23.750
2019-12-14 04:30:00,1.008,1.640,5.579,10.783,104.00,23.750
2019-12-14 05:00:00,0.944,1.780,5.642,11.811,77.00,23.700
2019-12-14 05:30:00,0.959,1.450,5.510,10.953,111.00,23.700
2019-12-14 06:00:00,0.899,1.430,5.857,11.274,112.00,23.700
2019-12-14 06:30:00,0.819,1.380,5.617,10.815,102.00,23.600
2019-12-14 07:00:00,0.881,1.400,6.055,10.800,116.00,23.650
2019-12-14 07:30:00,0.778,1.350,5.893,10.804,118.00,23.800
2019-12-14 08:00:00,0.810,1.370,5.684,5.206,111.00,23.850
2019-12-14 08:30:00,0.829,1.270,6.000,10.960,118.00,24.000
2019-12-14 09:00:00,0.843,1.420,6.018,9.381,122.00,24.250
2019-12-14 09:30:00,0.778,1.280,5.906,10.229,115.00,24.350
2019-12-14 10:00:00,0.830,1.320,6.212,11.728,105.00,24.300
2019-12-14 10:30:00,0.794,1.380,6.004,10.833,109.00,24.200
2019-12-14 11:00:00,0.808,1.330,5.715,10.525,112.00,24.150
2019-12-14 11:30:00,0.757,1.340,5.511,10.900,113.00,24.350
2019-12-14 12:00:00,0.772,1.340,4.926,11.173,122.00,24.450
2019-12-14 12:30:00,0.767,1.410,5.026,11.081,113.00,24.250
2019-12-14 13:00:00,0.818,1.270,4.636,10.762,112.00,24.250
2019-12-14 13:30:00,0.791,1.300,4.334,10.323,115.00,24.100
2019-12-14 14:00:00,0.892,1.460,4.427,11.174,118.00,24.150
2019-12-14 14:30:00,0.861,2.327,4.150,10.802,125.00,24.100
2019-12-14 15:00:00,0.827,1.340,4.074,11.368,129.00,24.050
2019-12-14 15:30:00,0.955,1.600,4.519,10.795,119.00,24.100
2019-12-14 16:00:00,0.953,1.480,4.160,4.814,128.00,24.050
2019-12-14 16:30:00,0.987,1.700,4.269,10.917,35.00,24.150
2019-12-14 17:00:00,1.059,1.810,4.192,10.856,119.00,24.150
2019-12-14 17:30:00,0.995,1.602,4.310,4.499,42.00,24.050
2019-12-14 18:00:00,0.993,1.650,4.240,4.707,45.00,24.000
2019-12-14 18:30:00,1.094,1.840,4.292,4.820,38.00,23.850
2019-12-14 19:00:00,1.080,1.730,4.415,4.713,40.00,23.850
2019-12-14 19:30:00,1.064,1.830,4.542,4.937,45.00,23.750
2019-12-14 20:00:00,1.032,1.700,4.452,4.943,45.00,23.700
2019-12-14 20:30:00,1.005,1.670,4.395,5.040,45.00,23.700
2019-12-14 21:00:00,1.056,1.890,4.549,4.929,47.00,23.650
2019-12-14 21:30:00,1.010,1.700,4.725,4.812,40.00,23.650
2019-12-14 22:00:00,1.021,1.660,4.432,4.830,45.00,23.600
2019-12-14 22:30:00,1.016,1.460,4.562,4.736,47.00,23.650
2019-12-14 23:00:00,1.004,1.570,4.664,10.317,46.00,23.650
2019-12-14 23:30:00,1.003,1.870,4.722,10.797,43.00,23.650
2019-12-15 00:00:00,0.919,1.460,4.706,4.826,50.00,23.650
2019-12-15 00:30:00,0.863,1.560,4.813,10.192,109.00,23.600
2019-12-15 01:00:00,0.867,1.410,4.946,9.704,119.00,23.650
2019-12-15 01:30:00,0.787,1.290,4.945,9.896,47.00,23.700
2019-12-15 02:00:00,0.800,1.470,5.263,10.157,118.00,23.700
2019-12-15 02:30:00,0.812,1.350,4.999,9.856,113.00,23.750
2019-12-15 03:00:00,0.814,1.310,5.203,10.103,120.00,23.800
2019-12-15 03:30:00,0.758,1.210,5.012,10.277,109.00,23.850
2019-12-15 04:00:00,0.789,1.300,5.036,9.707,109.00,23.850
2019-12-15 04:30:00,0.852,1.340,5.500,9.695,111.00,23.850
2019-12-15 05:00:00,0.793,1.370,5.680,9.675,115.00,23.850
2019-12-15 05:30:00,0.788,1.200,5.526,9.702,118.00,23.850
2019-12-15 06:00:00,0.765,1.190,5.564,9.623,113.00,23.850
2019-12-15 06:30:00,0.760,1.200,5.509,9.738,129.00,23.900
2019-12-15 07:00:00,0.781,1.400,5.464,8.912,102.00,23.950
2019-12-15 07:30:00,0.735,1.180,5.538,9.768,125.00,24.000
2019-12-15 08:00:00,0.719,1.020,5.678,9.264,109.00,24.050
2019-12-15 08:30:00,0.705,1.230,5.500,8.894,122.00,24.050
2019-12-15 09:00:00,0.736,1.300,5.163,9.266,115.00,24.050
2019-12-15 09:30:00,0.650,1.020,4.850,8.947,116.00,24.000
2019-12-15 10:00:00,0.719,1.190,4.813,8.713,120.00,24.000
2019-12-15 10:30:00,0.751,1.170,4.792,8.615,119.00,24.050
2019-12-15 11:00:00,0.752,1.270,4.538,8.780,113.00,24.050
2019-12-15 11:30:00,0.753,1.220,4.336,8.518,118.00,24.050
2019-12-15 12:00:00,0.803,1.430,4.293,8.482,118.00,24.000
2019-12-15 12:30:00,0.797,1.320,3.998,9.243,113.00,24.050
2019-12-15 13:00:00,0.890,1.557,4.257,9.438,128.00,24.100
2019-12-15 13:30:00,0.912,1.550,4.161,4.309,118.00,24.100
2019-12-15 14:00:00,0.951,1.547,4.052,4.128,45.00,24.200
2019-12-15 14:30:00,0.975,1.530,4.137,4.214,30.00,24.200
2019-12-15 15:00:00,1.018,1.852,4.028,4.396,38.00,24.200
2019-12-15 15:30:00,1.033,1.780,4.052,4.205,35.00,24.200
2019-12-15 16:00:00,1.064,1.750,4.126,4.399,32.00,24.200
2019-12-15 16:30:00,1.068,2.042,3.924,4.600,32.00,24.150
2019-12-15 17:00:00,1.061,1.890,4.182,4.499,36.00,24.200
2019-12-15 17:30:00,1.025,1.550,4.221,4.337,35.00,24.150
