BOLD_ID,Phylum,Class,Order,Family,Genus,Species
BOLD:AAA0008,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0009,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0010,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0011,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0012,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0014,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0026,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0034,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0040,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0047,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0049,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0059,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0061,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0066,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0073,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0077,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0079,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0080,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0087,Arthropoda,Insecta,Lepidoptera,Tortricidae,tortricidJanzen01,tortricidJanzen01 Janzen01
BOLD:AAA0089,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0095,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0095,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0099,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0108,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0113,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0114,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0119,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0132,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0141,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0142,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0143,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0153,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0160,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0164,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0174,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0185,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0202,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0205,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0205,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0208,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0209,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0215,Arthropoda,Insecta,Lepidoptera,Gelechiidae,gelechiidJanzen01,gelechiidJanzen01 Janzen01
BOLD:AAA0216,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0220,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0222,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0226,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0232,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0233,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0239,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0241,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0243,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0246,Arthropoda,Insecta,Lepidoptera,Tortricidae,tortricidJanzen01,tortricidJanzen01 Janzen01
BOLD:AAA0249,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0251,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0624,Arthropoda,Insecta,Lepidoptera,Geometridae,geometridJanzen01,geometridJanzen01 Janzen01
BOLD:AAA0666,Arthropoda,Insecta,Lepidoptera,Geometridae,geometridJanzen01,geometridJanzen01 Janzen01
BOLD:AAA0775,Arthropoda,Insecta,Lepidoptera,Geometridae,Lomographa,Lomographa sp. 1
BOLD:AAA0788,Arthropoda,Insecta,Lepidoptera,Geometridae,geometridJanzen01,geometridJanzen01 Janzen01
BOLD:AAA0801,Arthropoda,Insecta,Lepidoptera,Geometridae,Psaliodes,Psaliodes sp. CR-10
BOLD:AAA0820,Arthropoda,Insecta,Lepidoptera,Geometridae,Isochromodes,Isochromodes Janzen01
BOLD:AAA0831,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria Janzen01
BOLD:AAA0831,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria abydata
BOLD:AAA0834,Arthropoda,Insecta,Lepidoptera,Geometridae,Isochromodes,Isochromodes Janzen01
BOLD:AAA0866,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria Janzen01
BOLD:AAA0931,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA0948,Arthropoda,Insecta,Lepidoptera,Tortricidae,tortricidJanzen01,tortricidJanzen01 Janzen01
BOLD:AAA1199,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA1202,Arthropoda,Insecta,Lepidoptera,Depressariidae,depressariidJanzen01,depressariidJanzen01 Janzen01
BOLD:AAA1316,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophocampa,Lophocampa distincta
BOLD:AAA1325,Arthropoda,Insecta,Lepidoptera,Erebidae,Melese,Melese chozeba
BOLD:AAA1351,Arthropoda,Insecta,Lepidoptera,Erebidae,Melese,Melese chozeba
BOLD:AAA1363,Arthropoda,Insecta,Lepidoptera,Erebidae,Ammalo,Ammalo helops
BOLD:AAA1398,Arthropoda,Insecta,Lepidoptera,Erebidae,Munona,Munona iridescens
BOLD:AAA1463,Arthropoda,Insecta,Lepidoptera,Saturniidae,Eacles,Eacles imperialis
BOLD:AAA1467,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,Formica fusca
BOLD:AAA1468,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,Formica fusca
BOLD:AAA1476,Arthropoda,Insecta,Lepidoptera,Saturniidae,Othorene,Othorene purpurascens
BOLD:AAA1476,Arthropoda,Insecta,Lepidoptera,Saturniidae,Titaea,Titaea tamerlan
BOLD:AAA1478,Arthropoda,Insecta,Lepidoptera,Saturniidae,Othorene,Othorene purpurascens
BOLD:AAA1480,Arthropoda,Insecta,Lepidoptera,Saturniidae,Othorene,Othorene purpurascens
BOLD:AAA1493,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria Janzen01
BOLD:AAA1493,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria abydata
BOLD:AAA1494,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria Janzen01
BOLD:AAA1494,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria abydata
BOLD:AAA1500,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,Rothschildia lebeau
BOLD:AAA1502,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,Rothschildia lebeau
BOLD:AAA1503,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,Rothschildia lebeau
BOLD:AAA1522,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1523,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1524,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1525,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1526,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1527,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1528,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1530,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1531,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1532,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1533,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1534,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1535,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1536,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1537,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1538,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1539,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1541,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
BOLD:AAA1634,Arthropoda,Insecta,Hymenoptera,Braconidae,mgJanzen01,mgJanzen01 Janzen01
BOLD:AAA1638,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,ichJanzen01,ichJanzen01 Janzen01
BOLD:AAA1677,Arthropoda,Insecta,Hymenoptera,Formicidae,Nylanderia,Nylanderia comorensis
BOLD:AAA1677,Arthropoda,Insecta,Hymenoptera,Formicidae,Nylanderia,Nylanderia madagascarensis
BOLD:AAA1685,Arthropoda,Insecta,Hymenoptera,Formicidae,Nylanderia,Nylanderia madagascarensis
BOLD:AAA1690,Arthropoda,Insecta,Hymenoptera,Formicidae,Paraparatrechina,Paraparatrechina glabra
BOLD:AAA1692,Arthropoda,Insecta,Hymenoptera,Formicidae,Paraparatrechina,Paraparatrechina glabra
BOLD:AAA1695,Arthropoda,Insecta,Hymenoptera,Formicidae,Paraparatrechina,Paraparatrechina glabra
BOLD:AAA1832,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1833,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1839,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica incompleta
BOLD:AAA1839,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1840,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1841,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1842,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1843,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1844,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1845,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1846,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1847,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1848,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1849,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1850,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1851,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1852,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1853,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1855,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1857,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica incompleta
BOLD:AAA1857,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1858,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica incompleta
BOLD:AAA1858,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1859,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1860,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1862,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1864,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1865,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1866,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica incompleta
BOLD:AAA1869,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA1870,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
BOLD:AAA2008,Arthropoda,Insecta,Lepidoptera,Saturniidae,Titaea,Titaea tamerlan
BOLD:AAA2009,Arthropoda,Insecta,Lepidoptera,Saturniidae,Titaea,Titaea tamerlan
BOLD:AAA2010,Arthropoda,Insecta,Lepidoptera,Saturniidae,Titaea,Titaea tamerlan
BOLD:AAA2072,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris boops
BOLD:AAA2072,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris larra
BOLD:AAA2094,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium shadow
BOLD:AAA2094,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi_complex
BOLD:AAA2095,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2095,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,Plagiolepis alluaudi
BOLD:AAA2096,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium shadow
BOLD:AAA2097,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium oberthueri
BOLD:AAA2098,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium shadow
BOLD:AAA2098,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi_complex
BOLD:AAA2099,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2099,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi_complex
BOLD:AAA2101,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium shadow
BOLD:AAA2102,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2104,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2105,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2107,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi_complex
BOLD:AAA2108,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2108,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi_complex
BOLD:AAA2109,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2110,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi_complex
BOLD:AAA2111,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2112,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2113,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2114,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2115,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2119,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2121,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2122,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2122,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi_complex
BOLD:AAA2123,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2124,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2125,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium mirror
BOLD:AAA2126,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2127,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2128,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2129,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium shadow
BOLD:AAA2130,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium shadow
BOLD:AAA2131,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2132,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium voeltzkowi
BOLD:AAA2143,Arthropoda,Insecta,Hymenoptera,Braconidae,mgJanzen01,mgJanzen01 Janzen01
BOLD:AAA2208,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris amanda
BOLD:AAA2208,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris banus
BOLD:AAA2209,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris amanda
BOLD:AAA2209,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris banus
BOLD:AAA2212,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris amanda
BOLD:AAA2212,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris banus
BOLD:AAA2213,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris amanda
BOLD:AAA2213,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris banus
BOLD:AAA2215,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris cinctistriga
BOLD:AAA2215,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA2217,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris duchartrei
BOLD:AAA2217,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris fieldi
BOLD:AAA2230,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia,Idia lubricalis
BOLD:AAA2230,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia,Idia lubricalis complex
BOLD:AAA2231,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia continua
BOLD:AAA2232,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia continua
BOLD:AAA2254,Arthropoda,Insecta,Diptera,Cecidomyiidae,Asteromyia,Asteromyia carbonifera
BOLD:AAA2255,Arthropoda,Insecta,Diptera,Cecidomyiidae,Asteromyia,Asteromyia carbonifera
BOLD:AAA2256,Arthropoda,Insecta,Diptera,Cecidomyiidae,Asteromyia,Asteromyia carbonifera
BOLD:AAA2258,Arthropoda,Insecta,Lepidoptera,Saturniidae,Orthogonioptilum,Orthogonioptilum kahli
BOLD:AAA2258,Arthropoda,Insecta,Lepidoptera,Saturniidae,Orthogonioptilum,Orthogonioptilum violascens
BOLD:AAA2267,Arthropoda,Insecta,Lepidoptera,Saturniidae,Orthogonioptilum,Orthogonioptilum adiegetum
BOLD:AAA2271,Arthropoda,Insecta,Lepidoptera,Saturniidae,Orthogonioptilum,Orthogonioptilum violascens
BOLD:AAA2292,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,ichJanzen01,ichJanzen01 Janzen01
BOLD:AAA2319,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia lariciata
BOLD:AAA2320,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia lariciata
BOLD:AAA2327,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana
BOLD:AAA2329,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,ichJanzen01,ichJanzen01 Janzen01
BOLD:AAA2376,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula
BOLD:AAA2377,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula
BOLD:AAA2381,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula
BOLD:AAA2385,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula
BOLD:AAA2386,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula
BOLD:AAA2388,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula
BOLD:AAA2389,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula
BOLD:AAA2412,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2413,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2415,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2416,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2417,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2420,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2421,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2422,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2423,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2424,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium oberthueri
BOLD:AAA2425,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2426,Arthropoda,Insecta,Hymenoptera,Formicidae,Mystrium,Mystrium rogeri
BOLD:AAA2428,Arthropoda,Insecta,Lepidoptera,Sphingidae,Adhemarius,Adhemarius gannascus
BOLD:AAA2429,Arthropoda,Insecta,Lepidoptera,Sphingidae,Adhemarius,Adhemarius gannascus
BOLD:AAA2430,Arthropoda,Insecta,Lepidoptera,Sphingidae,Adhemarius,Adhemarius gannascus
BOLD:AAA2431,Arthropoda,Insecta,Lepidoptera,Sphingidae,Adhemarius,Adhemarius gannascus
BOLD:AAA2432,Arthropoda,Insecta,Lepidoptera,Sphingidae,Adhemarius,Adhemarius gannascus
BOLD:AAA2433,Arthropoda,Insecta,Lepidoptera,Sphingidae,Adhemarius,Adhemarius gannascus
BOLD:AAA2434,Arthropoda,Insecta,Lepidoptera,Sphingidae,Adhemarius,Adhemarius gannascus
BOLD:AAA2444,Arthropoda,Insecta,Lepidoptera,Hesperiidae,hesperiidJanzen01,hesperiidJanzen01 Janzen01
